Question,Company,Category,Complexity,Experience Level,Years of Experience
Propose a deprecation plan for a legacy self-serve feature in Connect at Stripe. How do you mitigate risk to support ticket volume and inform sales?,Stripe,Leadership Team Management,Hard,APM,0-2
"As a APM at Stripe, how would you improve enterprise controls for Payments under global rollout risk? Which metrics (time-to-first-action, conversion rate) prove success?",Stripe,Product sense UX Improvement,Hard,APM,0-2
"Design an MVP to boost churn for Billing at Stripe focusing on workflow automation. Outline milestones, critical risks, and guardrails for cost ceilings.",Stripe,Product Launch Go-to-market,Hard,APM,0-2
Prioritize a roadmap for analytics at Stripe's Radar. How do you balance speed vs quality? average order value.,Stripe,Leadership Team Management,Easy,APM,0-2
"For Stripe Connect, craft a go-to-market to lift click-through rate. Detail segmentation, channels, and how you'd partner with compliance given seasonality spikes.",Stripe,Product Launch Go-to-market,Easy,APM,0-2
You're the APM at Stripe. Redesign content moderation in Payments to reduce NPS.,Stripe,AB Testing Metrics Trade-off Analysis,Easy,APM,0-2
"At Stripe, scale knowledge base for Billing to new regions with global rollout risk. What KPIs (upsell rate, CAC) and review cadence would you set?",Stripe,Product sense Engagement,Easy,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track activation rate? Include event taxonomy and A/B testing plan for customer support.,Stripe,Technical System Design (URL shortening),Easy,APM,0-2
Define a strategy to handle seasonality for SLA in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,Pricing System Design,Easy,APM,0-2
Propose a deprecation plan for a legacy onboarding feature in Connect at Stripe. How do you mitigate risk to CSAT and inform data science?,Stripe,Metrics Analysis Problem-solving,Easy,APM,0-2
"As a APM at Stripe, how would you improve search for Payments under seasonality spikes? Which metrics (LTV, ARPU) prove success?",Stripe,Product sense Strategy,Easy,APM,0-2
"Design an MVP to boost query success rate for Billing at Stripe focusing on notifications. Outline milestones, critical risks, and guardrails for data quality gaps.",Stripe,Product sense Prioritization,Easy,APM,0-2
Prioritize a roadmap for recommendations at Stripe's Radar. How do you balance speed vs quality? latency p95.,Stripe,Metrics Success Criteria,Easy,APM,0-2
"For Stripe Connect, craft a go-to-market to lift DAU/MAU. Detail segmentation, channels, and how you'd partner with engineering given strict privacy rules.",Stripe,Product sense Problem-solving,Easy,APM,0-2
You're the APM at Stripe. Redesign ads quality in Payments to reduce session length.,Stripe,AB Testing Growth,Easy,APM,0-2
"At Stripe, scale creator tools for Billing to new regions with seasonality spikes. What KPIs (NPS, error rate) and review cadence would you set?",Stripe,Strategy Product vision,Easy,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track ARPU? Include event taxonomy and A/B testing plan for marketplace.,Stripe,Problem-solving Engagement,Easy,APM,0-2
Define a strategy to handle seasonality for B2B admin in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,System Design,Easy,APM,0-2
Propose a deprecation plan for a legacy data privacy feature in Connect at Stripe. How do you mitigate risk to fill rate and inform ops?,Stripe,Product Sense,Easy,APM,0-2
"As a APM at Stripe, how would you improve internationalization for Payments under strict privacy rules? Which metrics (successful payments, fill rate) prove success?",Stripe,Launch,Easy,APM,0-2
"Design an MVP to boost support ticket volume for Billing at Stripe focusing on reliability. Outline milestones, critical risks, and guardrails for legacy dependencies.",Stripe,Pricing,Easy,APM,0-2
Prioritize a roadmap for latency at Stripe's Radar. How do you balance speed vs quality? time-to-first-action.,Stripe,Success Criteria,Easy,APM,0-2
"For Stripe Connect, craft a go-to-market to lift average order value. Detail segmentation, channels, and how you'd partner with marketing given global rollout risk.",Stripe,Product Health,Easy,APM,0-2
You're the APM at Stripe. Redesign growth loops in Payments to reduce successful payments.,Stripe,AB Testing,Easy,APM,0-2
"At Stripe, scale conversion funnels for Billing to new regions with strict privacy rules. What KPIs (click-through rate, activation rate) and review cadence would you set?",Stripe,Strategic,Easy,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track error rate? Include event taxonomy and A/B testing plan for retention.,Stripe,Leadership,Easy,APM,0-2
Define a strategy to handle seasonality for churn prevention in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,Metrics,Easy,APM,0-2
Propose a deprecation plan for a legacy A/B testing feature in Connect at Stripe. How do you mitigate risk to activation rate and inform security?,Stripe,Growth,Easy,APM,0-2
"As a APM at Stripe, how would you improve accessibility for Payments under global rollout risk? Which metrics (retention D30, support ticket volume) prove success?",Stripe,Customer Obsession,Easy,APM,0-2
"Design an MVP to boost CSAT for Billing at Stripe focusing on SEO. Outline milestones, critical risks, and guardrails for cost ceilings.",Stripe,Foundation,Easy,APM,0-2
Prioritize a roadmap for spam prevention at Stripe's Radar. How do you balance speed vs quality? LTV.,Stripe,Behavioral,Easy,APM,0-2
"For Stripe Connect, craft a go-to-market to lift latency p95. Detail segmentation, channels, and how you'd partner with legal given seasonality spikes.",Stripe,Technical,Easy,APM,0-2
You're the APM at Stripe. Redesign subscriptions in Payments to reduce time-to-first-action.,Stripe,General,Easy,APM,0-2
"At Stripe, scale self-serve for Billing to new regions with global rollout risk. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Stripe,UXProduct Design,Easy,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track conversion rate? Include event taxonomy and A/B testing plan for enterprise controls.,Stripe,Strategy,Easy,APM,0-2
Define a strategy to handle seasonality for workflow automation in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,Strategic (Product sense),Easy,APM,0-2
Propose a deprecation plan for a legacy analytics feature in Connect at Stripe. How do you mitigate risk to ARPU and inform design?,Stripe,General Personal,Easy,APM,0-2
"As a APM at Stripe, how would you improve insights for Payments under seasonality spikes? Which metrics (session length, churn) prove success?",Stripe,Leadership Communication,Easy,APM,0-2
"Design an MVP to boost fill rate for Billing at Stripe focusing on ML ranking. Outline milestones, critical risks, and guardrails for data quality gaps.",Stripe,Strategic Data-driven,Easy,APM,0-2
Prioritize a roadmap for content moderation at Stripe's Radar. How do you balance speed vs quality? successful payments.,Stripe,Strategic Prioritization,Easy,APM,0-2
"For Stripe Connect, craft a go-to-market to lift time-to-first-action. Detail segmentation, channels, and how you'd partner with finance given strict privacy rules.",Stripe,Strategic Market,Medium,APM,0-2
You're the APM at Stripe. Redesign SLA in Payments to reduce average order value.,Stripe,Strategic Design,Medium,APM,0-2
"At Stripe, scale onboarding for Billing to new regions with seasonality spikes. What KPIs (average order value, query success rate) and review cadence would you set?",Stripe,Strategic Customer focus,Medium,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track CAC? Include event taxonomy and A/B testing plan for search.,Stripe,Estimation Analytical,Medium,APM,0-2
Define a strategy to handle seasonality for notifications in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,Estimation Product sense,Medium,APM,0-2
Propose a deprecation plan for a legacy recommendations feature in Connect at Stripe. How do you mitigate risk to error rate and inform support?,Stripe,Leadership Behavioral,Medium,APM,0-2
"As a APM at Stripe, how would you improve payments for Payments under strict privacy rules? Which metrics (upsell rate, CAC) prove success?",Stripe,Strategic Collaboration,Medium,APM,0-2
"Design an MVP to boost activation rate for Billing at Stripe focusing on trust & safety. Outline milestones, critical risks, and guardrails for legacy dependencies.",Stripe,Behavioral Data-driven,Medium,APM,0-2
Prioritize a roadmap for ads quality at Stripe's Radar. How do you balance speed vs quality? retention D30.,Stripe,Behavioral Collaboration,Medium,APM,0-2
"For Stripe Connect, craft a go-to-market to lift LTV. Detail segmentation, channels, and how you'd partner with sales given global rollout risk.",Stripe,Remote,Medium,APM,0-2
You're the APM at Stripe. Redesign B2B admin in Payments to reduce click-through rate.,Stripe,Product sense Strategic,Medium,APM,0-2
"At Stripe, scale data privacy for Billing to new regions with strict privacy rules. What KPIs (latency p95, refund rate) and review cadence would you set?",Stripe,Data Analytical Problem-solving,Medium,APM,0-2
How would you set up a measurement framework for Radar at Stripe to track refund rate? Include event taxonomy and A/B testing plan for internationalization.,Stripe,Metrics Data,Medium,APM,0-2
Define a strategy to handle seasonality for reliability in Checkout at Stripe. What trade-offs around speed vs quality would you make and why?,Stripe,General Product sense,Medium,APM,0-2
Propose a deprecation plan for a legacy latency feature in Connect at Stripe. How do you mitigate risk to conversion rate and inform compliance?,Stripe,Behavioral Prioritization,Medium,APM,0-2
"As a APM at Stripe, how would you improve security for Payments under global rollout risk? Which metrics (NPS, error rate) prove success?",Stripe,Product design Product sense,Medium,APM,0-2
"Design an MVP to boost ARPU for Billing at Stripe focusing on mobile performance. Outline milestones, critical risks, and guardrails for cost ceilings.",Stripe,General Communication,Medium,APM,0-2
Prioritize a roadmap for growth loops at Stripe's Radar. How do you balance speed vs quality? session length.,Stripe,Analytical Problem-solving,Medium,APM,0-2
"For Stripe Connect, craft a go-to-market to lift successful payments. Detail segmentation, channels, and how you'd partner with data science given seasonality spikes.",Stripe,Growth Strategy,Medium,APM,0-2
You're the APM at Stripe. Redesign churn prevention in Payments to reduce upsell rate.,Stripe,Leadership Team Management,Medium,APM,0-2
"At Stripe, scale A/B testing for Billing to new regions with global rollout risk. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Stripe,Product sense UX Improvement,Medium,APM,0-2
