Question,Company,Category,Complexity,Experience Level,Years of Experience
"While we make X product for the consumers, we also have a B2B division. What is your experience with juggling both markets?",Generic,Strategic / Market,,,
How do you know if a product is well-designed?,Generic,Strategic / Design,,,
How would you redesign our product?,Generic,Strategic,,,
What is one improvement you would implement for our product in the next 6 months?,Generic,Strategic,,,
What is a major challenge our company will face in the next 12-24 months?,Generic,Strategic,,,
How do you know when to cut corners to get a product out the door?,Generic,Strategic,,,
How do you think we came up with the product pricing?,Generic,Strategic,,,
Who are our competitors?,Generic,Strategic,,,
"Tell me about a company that provides great customer service. What does it do, and why does it do it well?",Generic,Strategic / Customer focus,,,
____ metrics are down. How would you go about determining the root cause?,Generic,Strategic / Data-driven,,,
How many people are currently online in Europe?,Generic,Estimation / Analytical,,,
How many windows are in New York City?,Generic,Estimation / Analytical,,,
How many iPads are sold in the USA every year?,Generic,Estimation / Analytical,,,
How much money is spent in the USA per year on gas?,Generic,Estimation / Analytical,,,
How would you go about finding out the number of red cars in China?,Generic,Estimation / Analytical,,,
"If you wanted to build the worlds most popular mobile messaging product, and you need to estimate network bandwidth usage in a year, how would you go about this?",Generic,Estimation / Product sense,,,
Tell me about a time when you had to build or motivate a team.,Generic,Leadership / Behavioral,,,
What do you think a day-to-day would be like for a Product Manager?,Generic,General,,,
How do you think Product Managers interact with engineers?,Generic,Strategic / Collaboration,,,
How would you explain Product Management to a 5-year-old?,Generic,General,,,
"Tell me about your role on your team, who else you work with, and how you work with them.",Generic,Behavioral,,,
Tell me about a challenging issue or challenge you took on.,Generic,Behavioral,,,
How do you interact with customers/users?,Generic,Behavioral,,,
Tell me how you've overcome product failures/challenges or poor feedback.,Generic,Behavioral,,,
Tell me about a time you had to influence someone.,Generic,Behavioral,,,
Tell me about a mistake you made and how you handled it.,Generic,Behavioral,,,
One executive says Feature A is more important; another says Feature B is more important. How do you choose?,Generic,Strategic / Prioritization,,,
Tell me about a time you used data to make a decision.,Generic,Behavioral / Data-driven,,,
What's the best way to work with executives?,Generic,Leadership,,,
Is consensus always a good thing?,Generic,Strategic,,,
What kinds of people do you like to work with?,Generic,Behavioral / Collaboration,,,
What kind of people do you have a hard time working with?,Generic,Behavioral,,,
What would you do to get a team to stick to a schedule?,Generic,Leadership / Execution,,,
What's the difference between leadership and management?,Generic,Leadership,,,
Why should we hire you?,Generic,General,,,
Why do you want to work here at Company X?,Generic,General,,,
Where do you see yourself in five years?,Generic,General ,,,
What do you need from your manager to be successful?,Generic,Behavioral,,,
Do you have experience in a remote working environment?,Generic,Remote,,,
How have you kept communication from breaking down in a remote setting?,Generic,Remote,,,
How would you face the challenge of managing a team across time zones?,Generic,Leadership ,,,
What challenges have you faced when working remotely?,Generic,Remote,,,
How would you build a high-performance async product team?,Google,Leadership ,,,
How would you improve Google Maps?,Google,Product sense / Strategic,,,
A metric for a video streaming service dropped by 80%. What do you do?,(None),Data / Analytical / Problem-solving,,,
Calculate the number of queries answered by Google per second.,Google,Estimation / Analytical,,,
What metrics would you use to measure the success of the Save feature at Facebook?,Facebook,Metrics / Data,,,
What is your favorite product? Why?,(None),General / Product sense,,,
How do you say no to feature ideas or requests?,(None),Behavioral / Prioritization,,,
Build a product to buy and sell antiques.,(None),Product design / Product sense,,,
How would you measure the success of Facebook Likes?,Facebook,Metrics / Data,,,
How would you improve YouTube?,YouTube,Product sense / Strategic,,,
How would you design a bicycle renting app for tourists?,(None),Product design / Product sense,,,
How can you improve Facebook Stories?,Facebook,Product sense / Strategic,,,
